id	file_name	title	composer	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link
114	dataset/jazz1350/Be-Bop.xml	Be-Bop	Dizzy Gillespie	bebc1a20-e28e-42f1-816c-f584158b6a29	['Dizzy Gillespie']	[]	Song				
115	dataset/jazz1350/Beatrice.xml	Beatrice	Sam Rivers	fceca67d-8dcf-36e8-8558-ee9776b45547	['Sam Rivers']	[]	Song				
116	dataset/jazz1350/Beautiful Love.xml	Beautiful Love	Victor Young	d8cedd25-5c47-42e8-8e82-23afada9dd3c	['Egbert Van Alstyne', 'Victor Young', 'Wayne King']	['Haven Gillespie']	Song	Q4877757	popular waltz		https://en.wikipedia.org/wiki/Beautiful_Love_(1931_song)
117	dataset/jazz1350/Beauty And The Beast.xml	Beauty And The Beast	Wayne Shorter	a5eb6016-bb2a-4d5e-911d-1600c0898c77	['Wayne Shorter']	[]	Song				
118	dataset/jazz1350/Begin The Beguine.xml	Begin The Beguine	Cole Porter	5e1007ef-8e08-3121-b4a5-c6007e0e623e	['Cole Porter']	['Cole Porter']	Song	Q814327	"song by Cole Porter, from the musical ""Jubilee"""		https://en.wikipedia.org/wiki/Begin_the_Beguine
119	dataset/jazz1350/Bein' Green.xml	Bein' Green	Joe Raposo	db7e2a86-2c65-3855-bebb-7ee22fea5411	['Joe Raposo']	['Joe Raposo']	Song				
120	dataset/jazz1350/Bemsha Swing.xml	Bemsha Swing	Thelonious Monk	55bc467e-a6f6-3561-87de-0c2a60e39245	['Denzil Best', 'Thelonious Monk']	[]	Song	Q816388	song		https://en.wikipedia.org/wiki/Bemsha_Swing
121	dataset/jazz1350/Benny's Tune.xml	Benny's Tune	Lionel Loueke		[]	[]					
122	dataset/jazz1350/Bernie's Tune.xml	Bernie's Tune	Bernie Miller	61aba75d-90c1-45a0-8d68-477c459ecc99	['Bernie Miller']	['Jerry Leiber', 'Mike Stoller']	Song	Q4894323	song		https://en.wikipedia.org/wiki/Bernie%27s_Tune
123	dataset/jazz1350/Besame Mucho.xml	Besame Mucho	Consuelo Velazques	c53d4b1b-cae3-3ce2-ad5e-c278ad73c751	['Consuelo Velázquez']	['Consuelo Velázquez']	Song	Q391180	original song written and composed by Consuelo Velázquez	mc0002355964	https://en.wikipedia.org/wiki/B%C3%A9same_Mucho
124	dataset/jazz1350/Bess You Is My Woman.xml	Bess You Is My Woman	George Gershwin	826c6acc-1f69-3dfc-8fda-6ff5e304f72a	['George Gershwin']	['DuBose Heyward', 'Ira Gershwin']	Song	Q4896356	aria composed by George Gershwin		https://en.wikipedia.org/wiki/Bess,_You_Is_My_Woman_Now
125	dataset/jazz1350/Bessie's Blues.xml	Bessie's Blues	John Coltrane	57a7cb80-55cd-352a-b5ed-16aafec65e2d	['John Coltrane']	[]					
126	dataset/jazz1350/Best Thing For You Is Me, The.xml	Best Thing For You Is Me, The	Irving Berlin	4c6f9ac1-7a0b-375c-aed7-01da3aea65da	['Irving Berlin']	[]	Song				
127	dataset/jazz1350/Best Things In Life Are Free, The.xml	Best Things In Life Are Free, The	DeSylva-Brown-Henderson	cf3a78a7-92c6-4099-88b1-6d711594b7a3	['Ray Henderson']	['Buddy DeSylva', 'Lew Brown']	Song	Q18209892	1927 song		https://en.wikipedia.org/wiki/The_Best_Things_in_Life_Are_Free_(Ray_Henderson_song)
128	dataset/jazz1350/Better Days Ahead.xml	Better Days Ahead	Pat Metheny	557df738-1088-4a50-a521-fbf3697a0c63	['Pat Metheny']	[]	Song				
129	dataset/jazz1350/Better Git It In Your Soul.xml	Better Git It In Your Soul	Charles Mingus	6a5bf1f7-5b05-3fea-825c-440df9f7b3e6	['Charles Mingus']	[]	Song				
130	dataset/jazz1350/Better Than Anything.xml	Better Than Anything	Loughborough-Wheat	59e47c0f-0523-49eb-a305-47978b33a528	['Bill Loughborough', 'David Wheat']	[]	Song				
131	dataset/jazz1350/Between The Devil And The Deep Blue Sea.xml	Between The Devil And The Deep Blue Sea	Harold Arlen	3aa7e4b0-bdd1-3dbf-82b3-80f5aa2fd3b3	['Harold Arlen']	['Ted Koehler']	Song	Q4899166	"original show tune composed by Harold Arlen with lyrics by Ted Koehler; from the 1931 Cotton Club show ""Rhythmania"""	mc0002450166	https://en.wikipedia.org/wiki/Between_the_Devil_and_the_Deep_Blue_Sea_(song)
132	dataset/jazz1350/Bewitched.xml	Bewitched	Richard Rodgers	3c70e819-ae12-3235-b169-322fb837ed86	['Richard Rodgers']	['Lorenz Hart']	Song	Q4563385	"original show tune written and composed by Rodgers and Hart; from the 1940 musical ""Pal Joey"""	mc0002381050	https://en.wikipedia.org/wiki/Bewitched,_Bothered_and_Bewildered
133	dataset/jazz1350/Beyond The Blue Horizon.xml	Beyond The Blue Horizon	Whiting-Harding	9f06c4fd-bb38-45f9-a495-f46043c591f7	['Richard A. Whiting', 'W. Franke Harling']	['Leo Robin']	Song				
134	dataset/jazz1350/Beyond The Sea.xml	Beyond The Sea	Charles Trenet	23b7b9fd-09d7-3878-9783-8a55814466b1	['Charles Trenet']	['Jack Lawrence']	Song	Q2551568	"translated song; English version of ""La Mer"", lyrics adapted by Jack Lawrence; first recorded by Harry James and His Orchestra"		https://en.wikipedia.org/wiki/Beyond_the_Sea_(song)
135	dataset/jazz1350/Bidin' My Time.xml	Bidin' My Time	George Gershwin	a3f21543-f085-33b5-b76b-5e59b9118896	['George Gershwin']	['Ira Gershwin']	Song	Q4904172	original song composed by George Gershwin, with lyrics by Ira Gershwin		https://en.wikipedia.org/wiki/Bidin%27_My_Time
136	dataset/jazz1350/Bill Bailey.xml	Bill Bailey	Traditional	4bd08a12-1952-474f-8efd-ab7b8993863f	['[traditional]']	['Tinu Heiniger']	Song				
137	dataset/jazz1350/Bill's Hit Tune.xml	Bill's Hit Tune	Bill Evans	46472a0f-e058-42eb-b47f-4779f8ae9699	['Bill Evans']	[]	Song				
138	dataset/jazz1350/Billie's Bounce.xml	Billie's Bounce	Charlie Parker	03c08242-8b84-32cd-a807-36176b3a50f0	['Charlie Parker']	[]	Song	Q862860	jazz composition by Charlie Parker		https://en.wikipedia.org/wiki/Billie%27s_Bounce
139	dataset/jazz1350/Billy Boy.xml	Billy Boy	Traditional	9e6e206c-142a-438f-945f-bea53f424ecd	['[traditional]']	[]	Song				
140	dataset/jazz1350/Birk's Works.xml	Birk's Works	Dizzy Gillespie	8863c2df-5cf0-38b2-bb13-860bbda5d2bd	['Dizzy Gillespie']	[]	Song				
141	dataset/jazz1350/Birth Of The Blues, The.xml	Birth Of The Blues, The	Ray Henderson	de308eb9-7ff7-39ac-851d-063fbd9aef22	['Ray Henderson']	['Buddy DeSylva', 'Lew Brown']	Song	Q7718135	song performed by Frank Sinatra		https://en.wikipedia.org/wiki/The_Birth_of_the_Blues
142	dataset/jazz1350/Black And Blue.xml	Black And Blue	Fats Waller	4929a4c7-e8a9-33bc-b1bf-17fd825db9f8	['Fats Waller']	['Andy Razaf', 'Harry Brooks']	Song	Q880634	1929 song		https://en.wikipedia.org/wiki/Black_and_Blue_(Fats_Waller_song)
143	dataset/jazz1350/Black And Tan Fantasy.xml	Black And Tan Fantasy	Ellington-Miley	e14041fb-98da-36a6-b08f-ef6491b9a40b	['Bubber Miley', 'Duke Ellington']	[]	Song	Q2905498	original instrumental composed by Duke Ellington and Bubber Miley	mc0002454464	https://en.wikipedia.org/wiki/Black_and_Tan_Fantasy
144	dataset/jazz1350/Black Coffee.xml	Black Coffee	Burke-Webster	b81bd9a4-72b4-3bc6-8c8d-6f5efdae100b	['Sonny Burke']	['Paul Francis Webster']	Song	Q4920555	1948 original song composed by Sonny Burke, lyrics by Paul Francis Webster	mc0002416715	https://en.wikipedia.org/wiki/Black_Coffee_(1948_song)
145	dataset/jazz1350/Black Narcissus.xml	Black Narcissus	Joe Henderson	7942276a-17d8-4001-a4ca-dde6432cdcbf	['Joe Henderson']	[]					
146	dataset/jazz1350/Black Nile.xml	Black Nile	Wayne Shorter	941a3d6e-4566-3476-8001-3e75704dc8e6	['Wayne Shorter']	[]	Song				
147	dataset/jazz1350/Blackberry Winter.xml	Blackberry Winter	Alec Wilder	dca07ffb-19fa-4828-84ff-e438f8ef1fd2	['Alec Wilder']	[]					
148	dataset/jazz1350/Blame It On My Youth.xml	Blame It On My Youth	Oscar Levant	9f4c8c94-d0bc-3ab1-80de-89c3b960660a	['Oscar Levant']	['Edward Heyman']	Song	Q4924708	original song composed by Oscar Levant, lyrics by Edward Heyman	mc0001974418	https://en.wikipedia.org/wiki/Blame_It_on_My_Youth
149	dataset/jazz1350/Blood Count.xml	Blood Count	Billy Strayhorn	7878f8ce-5add-4029-a38f-aef56aaa9f98	['Billy Strayhorn']	[]	Song	Q1900091	jazz composition by Billy Strayhorn		https://en.wikipedia.org/wiki/Blood_Count
150	dataset/jazz1350/Bloomdido.xml	Bloomdido	Charlie Parker	1734fb00-ed95-3cb3-81c5-df6de473a29a	['Charlie Parker']	[]	Song				
151	dataset/jazz1350/Blue (And Broken Hearted).xml	Blue (And Broken Hearted)	Leslie-Handman-Clarke		[]	[]					
152	dataset/jazz1350/Blue And Sentimental.xml	Blue And Sentimental	Livingstone-David-Basie	acda8553-96cd-365e-bd72-ac63e729932b	['Count Basie', 'Jerry Livingston', 'Mack David']	[]	Song				
153	dataset/jazz1350/Blue Bossa.xml	Blue Bossa	Kenny Dorham	58039a99-14fa-3705-bbef-d098e14b219b	['Kenny Dorham']	[]	Song	Q1775121	jazz standard composed by Kenny Dorham performed by Kenny Dorham		https://en.wikipedia.org/wiki/Blue_Bossa
154	dataset/jazz1350/Blue Champagne.xml	Blue Champagne	Watts-Ryerson-Eaton	97aa212d-05f9-4a48-960f-644c505d9b62	['Frank Ryerson', 'Grady Watts', 'Jimmy Eaton']	[]	Song				
155	dataset/jazz1350/Blue Daniel.xml	Blue Daniel	Frank Rosolino	afa11765-7151-43ae-b2e1-d39e120dcc8b	['Frank Rosolino']	[]	Song				
156	dataset/jazz1350/Blue In Green.xml	Blue In Green	Miles Davis, Bill Evans	54d591f2-e928-3263-b963-d7943efb9a03	['Bill Evans', 'Miles Davis']	[]	Song	Q510852	jazz composition by Miles Davis and Bill Evans		https://en.wikipedia.org/wiki/Blue_in_Green
157	dataset/jazz1350/Blue Lou.xml	Blue Lou	Irving Mills	98dc2740-a6ab-3ef5-8d14-8d22e5c25bb9	['Edgar Sampson', 'Irving Mills']	[]	Song				
158	dataset/jazz1350/Blue Monk.xml	Blue Monk	Thelonious Monk	3e519d37-02f5-3fe4-b1ff-744a53e360ba	['Thelonious Monk']	[]	Song	Q2905615	jazz standard composed by Thelonious Monk		https://en.wikipedia.org/wiki/Blue_Monk
159	dataset/jazz1350/Blue Moon.xml	Blue Moon	Richard Rodgers	3c339d3d-c76d-3eb5-b3bc-98c8c2d18620	['Richard Rodgers']	['Lorenz Hart']	Song	Q804574	"song written and composed by Rodgers and Hart; reworking of the earlier ""The Bad in Every Man"" with new lyrics"	mc0002373893	https://en.wikipedia.org/wiki/Blue_Moon_(1934_song)
160	dataset/jazz1350/Blue Room, The.xml	Blue Room, The	Richard Rodgers	0926681e-51b9-36a1-ab18-5ae5a5705421	['Richard Rodgers']	['Lorenz Hart']	Song	Q4929807	song composed by Richard Rodgers performed by Perry Como		https://en.wikipedia.org/wiki/Blue_Room_(1926_song)
161	dataset/jazz1350/Blue Silver.xml	Blue Silver	Horace Silver		[]	[]					
162	dataset/jazz1350/Blue Skies.xml	Blue Skies	Irving Berlin	dd56cec4-40e3-3876-81a3-d9170da9cf14	['Irving Berlin']	['Irving Berlin']	Song	Q885875	"original show tune written and composed by Irving Berlin; from the 1926 musical ""Betsy"""	mc0002372281	https://en.wikipedia.org/wiki/Blue_Skies_(Irving_Berlin_song)
163	dataset/jazz1350/Blue Sphere.xml	Blue Sphere	Thelonious Monk	64d7ae12-10cb-4279-9518-e60bdec55dd6	['Thelonious Monk']	[]	Song				
164	dataset/jazz1350/Blue Turning Grey Over You.xml	Blue Turning Grey Over You	Fats Waller	6455bc9d-ebc8-47ea-8e61-58184072b93c	['Andy Razaf', 'Fats Waller']	[]	Song				
165	dataset/jazz1350/Blueberry Hill.xml	Blueberry Hill	Lewis-Stock-Rose	1a4a2a46-b5e2-3429-8d73-3f76374555d6	['Vincent Rose']	['Al Lewis', 'Larry Stock']	Song	Q2001772	original song composed by Vincent Rose, lyrics by Larry Stock and Al Lewis		https://en.wikipedia.org/wiki/Blueberry_Hill
166	dataset/jazz1350/Bluehawk.xml	Bluehawk	Thelonious Monk	e1b106b8-3f46-4f51-bd13-effcf63949b2	['Thelonious Monk']	[]	Song				
167	dataset/jazz1350/Blues Five Spot.xml	Blues Five Spot	Thelonious Monk	eb338c21-ba12-4756-b756-25039e58e755	['Thelonious Monk']	[]	Song				
168	dataset/jazz1350/Blues For Alice.xml	Blues For Alice	Charlie Parker	1b2a870f-bbeb-449e-8847-4e30974f4840	['Charlie Parker']	[]	Song				
169	dataset/jazz1350/Blues For Wood.xml	Blues For Wood	Woody Shaw	04d6ce7a-9f85-41a1-8371-a22b9f0c53dc	['Woody Shaw']	[]	Song				
170	dataset/jazz1350/Blues In The Closet.xml	Blues In The Closet	Oscar Pettiford	7736d65c-76a0-47d6-af07-c78bd24e766e	['Oscar Pettiford']	[]	Song				
171	dataset/jazz1350/Blues In The Night.xml	Blues In The Night	Harold Arlen	898d28b7-dde5-3aa7-8bf1-2cd7274c2a15	['Harold Arlen']	['Johnny Mercer']	Song	Q2907340	"song composed by Harold Arlen with lyrics by Johnny Mercer; from the 1941 musical film ""Blues in the Night"""	mc0002429029	https://en.wikipedia.org/wiki/Blues_in_the_Night
172	dataset/jazz1350/Blues March.xml	Blues March	Benny Golson	92771afc-2aca-33b2-8e50-10a98e38e186	['Benny Golson']	[]	Song	Q17111280	song composed by Benny Golson performed by Blue Mitchell		https://en.wikipedia.org/wiki/Blues_March
173	dataset/jazz1350/Bluesette.xml	Bluesette	Toots Thielemans	4c993442-83a6-312e-ab11-8b8d229437fb	['Toots Thielemans']	[]	Song				
174	dataset/jazz1350/Body And Soul.xml	Body And Soul	Johnny Green	98fb7d1f-12f5-3878-9fad-73266fedbec8	['Johnny Green']	['Edward Heyman', 'Frank Eyton', 'Robert Sour']	Song	Q890080	popular song and jazz standard written in 1930 by Johnny Green with lyrics by Edward Heyman, Frank Eyton and Robert Sour	mc0002356007	https://en.wikipedia.org/wiki/Body_and_Soul_(1930_song)
175	dataset/jazz1350/Bohemia After Dark.xml	Bohemia After Dark	Oscar Pettiford	c9d74c45-28ca-481f-8a01-613a71af98eb	['Oscar Pettiford']	[]	Song				
176	dataset/jazz1350/Bolivia.xml	Bolivia	Cedar Walton	a4e724c0-4659-4590-aa47-389504539584	['Cedar Walton']	[]	Song				
177	dataset/jazz1350/Boo Boo's Birthday.xml	Boo Boo's Birthday	Thelonious Monk	e2e0c0b5-bb1f-4d29-b1c9-92be253c4aed	['Thelonious Monk']	[]	Song				
178	dataset/jazz1350/Booker's Waltz.xml	Booker's Waltz	Booker Little	7d9287b7-d38c-4421-af51-626bd56dc8da	['Al Jackson, Jr.', 'Booker T. Jones', 'Donald “Duck” Dunn', 'Steve Cropper']	[]					
179	dataset/jazz1350/Boplicity.xml	Boplicity	Cleo Henry	09a5aad2-2c02-4315-8bfb-29351cdde2e3	['Cleo Henry', 'Gil Evans']	[]	Song				
180	dataset/jazz1350/Born To Be Blue.xml	Born To Be Blue	Wells-Torme	3c18af04-a1e4-441f-ba79-a984c134e0b2	['Mel Tormé', 'Robert Wells']	[]	Song	Q4945935	song		https://en.wikipedia.org/wiki/Born_to_Be_Blue_(Mel_Torm%C3%A9_song)
181	dataset/jazz1350/Bossa Antigua.xml	Bossa Antigua	Paul Desmond	333f567f-cd5b-4141-9e0b-cfac9c64434b	['Paul Desmond']	[]	Song				
182	dataset/jazz1350/Bouncin' With Bud.xml	Bouncin' With Bud	Bud Powell	49025c5f-060e-4993-816f-9d1baf9ff1cc	['Bud Powell']	[]	Song				
183	dataset/jazz1350/Bourbon Street Parade.xml	Bourbon Street Parade	Paul Barbarin	7f25fe46-d176-4f38-a930-48c33be63f68	['Paul Barbarin']	[]					
184	dataset/jazz1350/Boy Next Door, The.xml	Boy Next Door, The	Martin-Blane	1e7adfde-a734-3171-bd48-b0e76fec8e3b	['Hugh Martin', 'Ralph Blane']	['Ralph Blane']	Song	Q7719619	"original song written and composed by Hugh Martin, Ralph Blaine; from the 1944 musical film ""Meet Me in St. Louis"""	mc0000633700	https://en.wikipedia.org/wiki/The_Boy_Next_Door_(song)
185	dataset/jazz1350/Brazil (Aquarela Do Brasil).xml	Brazil (Aquarela Do Brasil)	Ary Barroso	ebb928ae-e68b-3f7d-a70d-94f1c0e4db24	['Ary Barroso']	[]	Song	Q96336236	"translated song; English version of ""Aquarela do Brasil"", lyrics adapted by S. K. Russell"		
186	dataset/jazz1350/Brazilian Like.xml	Brazilian Like	Michel Petrucciani	e6f65b47-b983-4549-85e4-31d4860397cd	['Michel Petrucciani']	[]					
187	dataset/jazz1350/Brazilian Suite.xml	Brazilian Suite	Michel Petrucciani	95ea4710-f59e-40f6-9a7e-ecc6ca595ac7	['Michel Petrucciani']	[]					
188	dataset/jazz1350/Breeze And I, The.xml	Breeze And I, The	Ernesto Lecuona	d59e6eb6-2b87-31ab-a2fb-73b96a1fe94c	['Ernesto Lecuona']	['Al Stillman']	Song	Q1404178	English language version of the instrumental Andaluza by Ernesto Lecuona; adapted by Toots Camarata, words by Al Stillman		https://en.wikipedia.org/wiki/The_Breeze_and_I
189	dataset/jazz1350/Bright Boy.xml	Bright Boy	John Bright		[]	[]					
190	dataset/jazz1350/Bright Mississippi.xml	Bright Mississippi	Thelonious Monk	72193fa7-7da8-4a23-90a9-513adcbc632b	['Thelonious Monk']	[]	Song				
191	dataset/jazz1350/Bright Size Life.xml	Bright Size Life	Pat Metheny	3586dc3b-2bc8-3bf6-b78b-016a45ae7d1b	['Pat Metheny']	[]	Song				
192	dataset/jazz1350/Brilliant Corners.xml	Brilliant Corners	Thelonious Monk	db908ce9-baad-3882-a5ec-9fd603660e37	['Thelonious Monk']	[]	Song				
193	dataset/jazz1350/Broadway.xml	Broadway	William-Henri-Woode	3db7cffb-a377-44e5-97a6-a2f07ccf8863	['Bobby Bird', 'Teddy McRae', 'William Henri Woode']	[]	Song				
194	dataset/jazz1350/Brother Can You Spare A Dime.xml	Brother Can You Spare A Dime	Yarburg-Gorney	9677a780-d5e3-3e6f-9490-84435f3df7ca	['Jay Gorney']	['Yip Harburg']	Song	Q2776593	song performed by Jay Gorney		https://en.wikipedia.org/wiki/Brother,_Can_You_Spare_a_Dime%3F
195	dataset/jazz1350/Brotherhood Of Man.xml	Brotherhood Of Man	Frank Loesser	cef50710-4a66-4a18-a8b8-c3c7352a144b	['Frank Loesser']	['Frank Loesser']	Song				
196	dataset/jazz1350/Bud Powell.xml	Bud Powell	Chick Corea	421e7a45-be56-459a-a498-98d695dbaf1b	['Chick Corea']	[]	Song				
197	dataset/jazz1350/Budo.xml	Budo	Davis-Powell	e9e3c2f7-77c5-365a-b6b8-acc473cdeb71	['Bud Powell', 'Miles Davis']	[]					
198	dataset/jazz1350/Bunko.xml	Bunko	Lennie Niehaus	ac28ff1c-496e-4ce3-bca3-ac9951684446	['Lennie Niehaus']	[]					
199	dataset/jazz1350/But Beautiful.xml	But Beautiful	Jimmy Van Heusen	10f9d66d-700a-3267-9551-2938a219ebf9	['Jimmy Van Heusen']	['Johnny Burke']	Song	Q5002309	original song composed by Jimmy Van Heusen with lyrics by Johnny Burke; first recorded by Bing Crosby	mc0002409033	https://en.wikipedia.org/wiki/But_Beautiful_(song)
200	dataset/jazz1350/But Not For Me.xml	But Not For Me	George Gershwin	f53d7dd0-fdbd-3901-adf8-9b1ab3121e9e	['George Gershwin']	['Ira Gershwin']	Song	Q4352751	"original show tune George & Ira Gershwin; from the 1930 musical ""Girl Crazy"""	mc0002661985	https://en.wikipedia.org/wiki/But_Not_for_Me_(song)
201	dataset/jazz1350/Butch And Butch.xml	Butch And Butch	Oliver Nelson	0b7b019a-0005-49df-97e3-5f29a4fb7446	['Oliver Nelson']	[]	Song				
202	dataset/jazz1350/Butterfly Dreams.xml	Butterfly Dreams	Stanley Clarke	e06a05c8-39da-4d45-8ff7-3fce406713fc	['Stanley Clarke']	['Neville Potter']	Song				
203	dataset/jazz1350/Butterfly.xml	Butterfly	Herbie Hancock	d8fbba34-e935-337a-8151-bc9d871825fd	['Bennie Maupin', 'Herbie Hancock', 'Jean Hancock']	[]	Song				
204	dataset/jazz1350/By Myself.xml	By Myself	Arthur Schwartz	d230ac9a-460a-4e21-8926-c2b56245e43a	['Arthur Schwartz']	['Howard Dietz']	Song	Q5003807	1937 song		https://en.wikipedia.org/wiki/By_Myself_(1937_song)
205	dataset/jazz1350/Bye Bye Baby.xml	Bye Bye Baby	Jule Styne	c3034c5f-f121-3700-bec1-4ced13a2ca1e	['Jule Styne']	['Leo Robin']	Song				
206	dataset/jazz1350/Bye Bye Blackbird.xml	Bye Bye Blackbird	Ray Henderson	a9afcd74-b1d0-30b6-b63c-5a09a45f5bcf	['Ray Henderson']	['Mort Dixon']	Song	Q721771	original song composed by Ray Henderson with lyricy by Mort Dixon; first recorded by  Sam Lanin's Dance Orchestra		https://en.wikipedia.org/wiki/Bye_Bye_Blackbird
207	dataset/jazz1350/Bye Bye Blues.xml	Bye Bye Blues	Hamm-Bennett-Lown-Gray	48316eaf-3b9e-4947-be08-b35729d1902d	['Bert Lown', 'Chauncey Gray', 'Dave Bennett', 'Fred F. Hamm']	[]	Song	Q5004023	1953 single by Les Paul and Mary Ford		https://en.wikipedia.org/wiki/Bye_Bye_Blues_(song)
208	dataset/jazz1350/Bye-Ya.xml	Bye-Ya	Thelonious Monk	53945441-c3d9-3b7a-8e5f-910b08d3ab56	['Thelonious Monk']	[]	Song				
209	dataset/jazz1350/C'est Si Bon.xml	C'est Si Bon	Henri Betti	bf66ff6d-04d5-4767-9fa6-770a168eca47	['Henri Betti']	['André Hornez']	Song	Q105397161	"translated song; English version of ""C'est si bon"", lyrics adapted by Jerry Seelen"		
210	dataset/jazz1350/C-Jam Blues.xml	C-Jam Blues	Duke Ellington	69554705-1549-3f80-9955-a838bb94ab08	['Barney Bigard', 'Duke Ellington']	[]		Q1024644	song		https://en.wikipedia.org/wiki/C_Jam_Blues
211	dataset/jazz1350/C.T.A..xml	C.T.A.	Jimmy Heath	1bae1172-e956-3e0a-80d2-c73df6672c34	['Jimmy Heath']	[]	Song				
212	dataset/jazz1350/Cabin in the Sky.xml	Cabin in the Sky	Vernon Duke	7bf609b0-cea3-4bd5-b595-07b97fcb2fae	['John Latouche', 'Vernon Duke']	[]	Song				
213	dataset/jazz1350/Call Me Irresponsible.xml	Call Me Irresponsible	Jimmy Van Heusen	99b8a25f-ef4d-490d-a01f-d4708949e836	['Jimmy Van Heusen']	['Sammy Cahn']	Song	Q5021550	"original song composed by Jimmy Van Heusen, lyrics by Sammy Cahn; from the 1963 film ""Papa's Delicate Condition"""	mc0002455300	https://en.wikipedia.org/wiki/Call_Me_Irresponsible
214	dataset/jazz1350/Call Me.xml	Call Me	Tony Hatch	11919170-d0f7-30d0-9ce9-3b2ecd1ddd98	['Tony Hatch']	['Tony Hatch']	Song	Q5021534	song composed by Tony Hatch for Petula Clark		https://en.wikipedia.org/wiki/Call_Me_(Petula_Clark_song)
215	dataset/jazz1350/Can't Help Lovin' Dat Man.xml	Can't Help Lovin' Dat Man	Jerome Kern	76356076-323b-3f8a-b6dd-5f49261b4eb7	['Jerome Kern']	['Oscar Hammerstein II']	Song	Q5028908	song by Jerome Kern and Oscar Hammerstein II, from the 1927 musical play Show Boat		https://en.wikipedia.org/wiki/Can%27t_Help_Lovin%27_Dat_Man
216	dataset/jazz1350/Can't We Be Friends.xml	Can't We Be Friends	Swift-James	45070fb7-4da1-3d8d-b8ed-a9b3a093dacd	['Kay Swift']	['Paul James']	Song	Q5028993	"original show tune composed by Kay Swift, lyrics by Paul James; from the 1929 musical revue ""The Little Show"""	mc0002641825	https://en.wikipedia.org/wiki/Can%27t_We_Be_Friends%3F
217	dataset/jazz1350/Candy.xml	Candy	David-Whitney-Kramer	f8f078df-5461-421f-82a3-bc90ca2a7c45	['Alex Kramer']	['Joan Whitney', 'Mack David']	Song	Q5032044	original song composed by Alex Kramer, lyrics by Mack David and Joan Whitney		https://en.wikipedia.org/wiki/Candy_(1944_song)
218	dataset/jazz1350/Cantaloupe Island.xml	Cantaloupe Island	Herbie Hancock	7deef767-9cfe-3a7e-ad7a-1e1f6470d4bf	['Herbie Hancock']	[]		Q1033680	song		https://en.wikipedia.org/wiki/Cantaloupe_Island
